from_country,to_country,neighboring,from_country_region,to_country_region,same_region,mean,count
Georgia,Azerbaijan,1,Central and Eastern Europe,Central and Eastern Europe,1,9.3,10
Georgia,Belarus,0,Central and Eastern Europe,Central and Eastern Europe,1,6.15,10
Georgia,Belgium,0,Central and Eastern Europe,Western Europe,0,3.642857142857143,7
Georgia,Bulgaria,0,Central and Eastern Europe,Central and Eastern Europe,1,2.125,8
Georgia,Croatia,0,Central and Eastern Europe,Central and Eastern Europe,1,0.7857142857142857,7
Georgia,Cyprus,0,Central and Eastern Europe,Southern Europe,0,2.1944444444444446,9
Georgia,Czech Republic,0,Central and Eastern Europe,Central and Eastern Europe,1,1.125,6
Georgia,Denmark,0,Central and Eastern Europe,Northern Europe,0,1.4166666666666667,12
Georgia,Estonia,0,Central and Eastern Europe,Northern Europe,0,2.857142857142857,7
Georgia,Finland,0,Central and Eastern Europe,Northern Europe,0,0.05555555555555555,9
Georgia,France,0,Central and Eastern Europe,Western Europe,0,0.8333333333333334,12
Georgia,Germany,0,Central and Eastern Europe,Western Europe,0,0.9166666666666666,12
Georgia,Greece,0,Central and Eastern Europe,Southern Europe,0,2.6,10
Georgia,Hungary,0,Central and Eastern Europe,Central and Eastern Europe,1,1.2727272727272727,11
Georgia,Iceland,0,Central and Eastern Europe,Northern Europe,0,0.5277777777777778,9
Georgia,Ireland,0,Central and Eastern Europe,Western Europe,0,0.0,8
Georgia,Israel,0,Central and Eastern Europe,Non-European,0,2.55,10
Georgia,Italy,0,Central and Eastern Europe,Southern Europe,0,3.0555555555555554,9
Georgia,Latvia,0,Central and Eastern Europe,Northern Europe,0,4.5,7
Georgia,Lithuania,0,Central and Eastern Europe,Northern Europe,0,6.15,10
Georgia,Malta,0,Central and Eastern Europe,Southern Europe,0,2.0555555555555554,9
Georgia,Moldova,0,Central and Eastern Europe,Central and Eastern Europe,1,3.71875,8
Georgia,Montenegro,0,Central and Eastern Europe,Central and Eastern Europe,1,0.0,6
Georgia,Netherlands,0,Central and Eastern Europe,Western Europe,0,1.4,10
Georgia,North Macedonia,0,Central and Eastern Europe,Central and Eastern Europe,1,0.5,8
Georgia,Norway,0,Central and Eastern Europe,Northern Europe,0,2.1666666666666665,12
Georgia,Poland,0,Central and Eastern Europe,Central and Eastern Europe,1,1.5833333333333333,9
Georgia,Portugal,0,Central and Eastern Europe,Southern Europe,0,2.3125,8
Georgia,Romania,0,Central and Eastern Europe,Central and Eastern Europe,1,1.25,10
Georgia,Russia,1,Central and Eastern Europe,Central and Eastern Europe,1,5.045454545454546,11
Georgia,San Marino,0,Central and Eastern Europe,Southern Europe,0,1.5,5
Georgia,Serbia,0,Central and Eastern Europe,Central and Eastern Europe,1,1.75,9
Georgia,Slovenia,0,Central and Eastern Europe,Central and Eastern Europe,1,0.825,10
Georgia,Spain,0,Central and Eastern Europe,Southern Europe,0,0.16666666666666666,12
Georgia,Sweden,0,Central and Eastern Europe,Northern Europe,0,3.2291666666666665,12
Georgia,Switzerland,0,Central and Eastern Europe,Western Europe,0,0.9375,8
Georgia,Türkiye,1,Central and Eastern Europe,Southern Europe,0,4.0,5
Georgia,Ukraine,0,Central and Eastern Europe,Central and Eastern Europe,1,8.275,10
Georgia,United Kingdom,0,Central and Eastern Europe,Western Europe,0,0.5416666666666666,12
Germany,Albania,0,Western Europe,Central and Eastern Europe,0,1.5384615384615385,13
Germany,Andorra,0,Western Europe,Western Europe,1,0.0,6
Germany,Armenia,0,Western Europe,Central and Eastern Europe,0,3.5454545454545454,11
Germany,Australia,0,Western Europe,Non-European,0,5.9,5
Germany,Austria,1,Western Europe,Western Europe,1,2.8461538461538463,13
Germany,Azerbaijan,0,Western Europe,Central and Eastern Europe,0,0.75,11
Germany,Belarus,0,Western Europe,Central and Eastern Europe,0,0.07692307692307693,13
Germany,Belgium,1,Western Europe,Western Europe,1,2.3833333333333333,15
Germany,Bulgaria,0,Western Europe,Central and Eastern Europe,0,2.25,10
Germany,Croatia,0,Western Europe,Central and Eastern Europe,0,2.5714285714285716,14
Germany,Cyprus,0,Western Europe,Southern Europe,0,1.3333333333333333,15
Germany,Czech Republic,1,Western Europe,Central and Eastern Europe,0,1.3333333333333333,6
Germany,Denmark,1,Western Europe,Northern Europe,0,3.861111111111111,18
Germany,Estonia,0,Western Europe,Northern Europe,0,1.7777777777777777,18
Germany,Finland,0,Western Europe,Northern Europe,0,2.269230769230769,13
Germany,France,1,Western Europe,Western Europe,1,1.0,20
Germany,Georgia,0,Western Europe,Central and Eastern Europe,0,0.675,10
Germany,Greece,0,Western Europe,Southern Europe,0,6.088235294117647,17
Germany,Hungary,0,Western Europe,Central and Eastern Europe,0,2.55,10
Germany,Iceland,0,Western Europe,Northern Europe,0,1.78125,16
Germany,Ireland,0,Western Europe,Western Europe,1,1.3055555555555556,18
Germany,Israel,0,Western Europe,Non-European,0,2.236842105263158,19
Germany,Italy,0,Western Europe,Southern Europe,0,3.0,9
Germany,Latvia,0,Western Europe,Northern Europe,0,2.4375,16
Germany,Lithuania,0,Western Europe,Northern Europe,0,0.46875,16
Germany,Malta,0,Western Europe,Southern Europe,0,2.375,18
Germany,Moldova,0,Western Europe,Central and Eastern Europe,0,0.8958333333333334,12
Germany,Monaco,0,Western Europe,Western Europe,1,0.0,3
Germany,Montenegro,0,Western Europe,Central and Eastern Europe,0,0.3333333333333333,6
Germany,Netherlands,1,Western Europe,Western Europe,1,2.671875,16
Germany,North Macedonia,0,Western Europe,Central and Eastern Europe,0,0.5833333333333334,15
Germany,Norway,0,Western Europe,Northern Europe,0,2.861111111111111,18
Germany,Poland,1,Western Europe,Central and Eastern Europe,0,5.884615384615385,13
Germany,Portugal,0,Western Europe,Southern Europe,0,3.8846153846153846,13
Germany,Romania,0,Western Europe,Central and Eastern Europe,0,1.7361111111111112,18
Germany,Russia,0,Western Europe,Central and Eastern Europe,0,3.75,19
Germany,San Marino,0,Western Europe,Southern Europe,0,0.07142857142857142,7
Germany,Serbia,0,Western Europe,Central and Eastern Europe,0,4.583333333333333,12
Germany,Slovakia,0,Western Europe,Central and Eastern Europe,0,0.0,3
Germany,Slovenia,0,Western Europe,Central and Eastern Europe,0,1.05,15
Germany,Spain,0,Western Europe,Southern Europe,0,0.65,20
Germany,Sweden,0,Western Europe,Northern Europe,0,3.486842105263158,19
Germany,Switzerland,1,Western Europe,Western Europe,1,2.5,14
Germany,Türkiye,0,Western Europe,Southern Europe,0,10.0,12
Germany,Ukraine,0,Western Europe,Central and Eastern Europe,0,1.2,15
Germany,United Kingdom,0,Western Europe,Western Europe,1,1.075,20
Greece,Albania,1,Southern Europe,Central and Eastern Europe,0,9.410714285714286,14
Greece,Andorra,0,Southern Europe,Western Europe,0,0.8,5
Greece,Armenia,0,Southern Europe,Central and Eastern Europe,0,6.625,12
Greece,Australia,0,Southern Europe,Non-European,0,3.35,5
Greece,Austria,0,Southern Europe,Western Europe,0,1.8333333333333333,12
Greece,Azerbaijan,0,Southern Europe,Central and Eastern Europe,0,4.5,12
Greece,Belarus,0,Southern Europe,Central and Eastern Europe,0,2.659090909090909,11
Greece,Belgium,0,Southern Europe,Western Europe,0,2.0,15
Greece,Bulgaria,1,Southern Europe,Central and Eastern Europe,0,5.428571428571429,7
Greece,Croatia,0,Southern Europe,Central and Eastern Europe,0,1.3461538461538463,13
Greece,Cyprus,0,Southern Europe,Southern Europe,1,11.803571428571429,14
Greece,Czech Republic,0,Southern Europe,Central and Eastern Europe,0,1.35,5
Greece,Denmark,0,Southern Europe,Northern Europe,0,0.9705882352941176,17
Greece,Estonia,0,Southern Europe,Northern Europe,0,1.5588235294117647,17
Greece,Finland,0,Southern Europe,Northern Europe,0,1.3235294117647058,17
Greece,France,0,Southern Europe,Western Europe,0,2.263157894736842,19
Greece,Georgia,0,Southern Europe,Central and Eastern Europe,0,4.75,10
Greece,Germany,0,Southern Europe,Western Europe,0,0.42105263157894735,19
Greece,Hungary,0,Southern Europe,Central and Eastern Europe,0,1.7291666666666667,12
Greece,Iceland,0,Southern Europe,Northern Europe,0,1.0441176470588236,17
Greece,Ireland,0,Southern Europe,Western Europe,0,0.32142857142857145,14
Greece,Israel,0,Southern Europe,Non-European,0,1.1666666666666667,18
Greece,Italy,0,Southern Europe,Southern Europe,1,5.722222222222222,9
Greece,Latvia,0,Southern Europe,Northern Europe,0,1.0666666666666667,15
Greece,Lithuania,0,Southern Europe,Northern Europe,0,0.4642857142857143,14
Greece,Malta,0,Southern Europe,Southern Europe,1,1.9166666666666667,15
Greece,Moldova,0,Southern Europe,Central and Eastern Europe,0,3.1346153846153846,13
Greece,Monaco,0,Southern Europe,Western Europe,0,0.0,3
Greece,Montenegro,0,Southern Europe,Central and Eastern Europe,0,1.125,8
Greece,Netherlands,0,Southern Europe,Western Europe,0,0.9833333333333333,15
Greece,North Macedonia,1,Southern Europe,Central and Eastern Europe,0,0.3333333333333333,12
Greece,Norway,0,Southern Europe,Northern Europe,0,1.6176470588235294,17
Greece,Poland,0,Southern Europe,Central and Eastern Europe,0,1.9666666666666666,15
Greece,Portugal,0,Southern Europe,Southern Europe,1,0.6153846153846154,13
Greece,Romania,0,Southern Europe,Central and Eastern Europe,0,4.6,15
Greece,Russia,0,Southern Europe,Central and Eastern Europe,0,5.647058823529412,17
Greece,San Marino,0,Southern Europe,Southern Europe,1,2.0357142857142856,7
Greece,Serbia,0,Southern Europe,Central and Eastern Europe,0,3.9166666666666665,12
Greece,Slovenia,0,Southern Europe,Central and Eastern Europe,0,0.3,15
Greece,Spain,0,Southern Europe,Southern Europe,1,1.6842105263157894,19
Greece,Sweden,0,Southern Europe,Northern Europe,0,1.3888888888888888,18
Greece,Switzerland,0,Southern Europe,Western Europe,0,1.5,11
Greece,Türkiye,1,Southern Europe,Southern Europe,1,2.4583333333333335,12
Greece,Ukraine,0,Southern Europe,Central and Eastern Europe,0,3.4,15
Greece,United Kingdom,0,Southern Europe,Western Europe,0,1.131578947368421,19
Hungary,Albania,0,Central and Eastern Europe,Central and Eastern Europe,1,1.6818181818181819,11
Hungary,Armenia,0,Central and Eastern Europe,Central and Eastern Europe,1,1.3333333333333333,9
Hungary,Australia,0,Central and Eastern Europe,Non-European,0,5.3,5
Hungary,Austria,1,Central and Eastern Europe,Western Europe,0,2.861111111111111,9
Hungary,Azerbaijan,0,Central and Eastern Europe,Central and Eastern Europe,1,5.55,10
Hungary,Belarus,0,Central and Eastern Europe,Central and Eastern Europe,1,1.15625,8
Hungary,Belgium,0,Central and Eastern Europe,Western Europe,0,2.2222222222222223,9
Hungary,Bulgaria,0,Central and Eastern Europe,Central and Eastern Europe,1,3.9285714285714284,7
Hungary,Croatia,1,Central and Eastern Europe,Central and Eastern Europe,1,2.642857142857143,7
Hungary,Cyprus,0,Central and Eastern Europe,Southern Europe,0,1.375,10
Hungary,Czech Republic,0,Central and Eastern Europe,Central and Eastern Europe,1,2.75,5
Hungary,Denmark,0,Central and Eastern Europe,Northern Europe,0,4.333333333333333,12
Hungary,Estonia,0,Central and Eastern Europe,Northern Europe,0,1.7083333333333333,12
Hungary,Finland,0,Central and Eastern Europe,Northern Europe,0,2.3333333333333335,12
Hungary,France,0,Central and Eastern Europe,Western Europe,0,0.11538461538461539,13
Hungary,Georgia,0,Central and Eastern Europe,Central and Eastern Europe,1,1.625,8
Hungary,Germany,0,Central and Eastern Europe,Western Europe,0,0.9615384615384616,13
Hungary,Greece,0,Central and Eastern Europe,Southern Europe,0,3.8958333333333335,12
Hungary,Iceland,0,Central and Eastern Europe,Northern Europe,0,6.025,10
Hungary,Ireland,0,Central and Eastern Europe,Western Europe,0,2.375,8
Hungary,Israel,0,Central and Eastern Europe,Non-European,0,2.25,11
Hungary,Italy,0,Central and Eastern Europe,Southern Europe,0,2.388888888888889,9
Hungary,Latvia,0,Central and Eastern Europe,Northern Europe,0,1.45,10
Hungary,Lithuania,0,Central and Eastern Europe,Northern Europe,0,0.5909090909090909,11
Hungary,Malta,0,Central and Eastern Europe,Southern Europe,0,1.7916666666666667,12
Hungary,Moldova,0,Central and Eastern Europe,Central and Eastern Europe,1,1.8181818181818181,11
Hungary,Montenegro,0,Central and Eastern Europe,Central and Eastern Europe,1,0.2857142857142857,7
Hungary,Netherlands,0,Central and Eastern Europe,Western Europe,0,4.25,10
Hungary,North Macedonia,0,Central and Eastern Europe,Central and Eastern Europe,1,0.75,8
Hungary,Norway,0,Central and Eastern Europe,Northern Europe,0,3.375,12
Hungary,Poland,0,Central and Eastern Europe,Central and Eastern Europe,1,2.772727272727273,11
Hungary,Portugal,0,Central and Eastern Europe,Southern Europe,0,1.3888888888888888,9
Hungary,Romania,1,Central and Eastern Europe,Central and Eastern Europe,1,3.159090909090909,11
Hungary,Russia,0,Central and Eastern Europe,Central and Eastern Europe,1,4.291666666666667,12
Hungary,San Marino,0,Central and Eastern Europe,Southern Europe,0,1.8125,8
Hungary,Serbia,1,Central and Eastern Europe,Central and Eastern Europe,1,3.2045454545454546,11
Hungary,Slovenia,1,Central and Eastern Europe,Central and Eastern Europe,1,2.0,8
Hungary,Spain,0,Central and Eastern Europe,Southern Europe,0,0.2692307692307692,13
Hungary,Sweden,0,Central and Eastern Europe,Northern Europe,0,4.4423076923076925,13
Hungary,Switzerland,0,Central and Eastern Europe,Western Europe,0,2.9444444444444446,9
Hungary,Türkiye,0,Central and Eastern Europe,Southern Europe,0,2.6666666666666665,6
Hungary,Ukraine,1,Central and Eastern Europe,Central and Eastern Europe,1,3.1818181818181817,11
Hungary,United Kingdom,0,Central and Eastern Europe,Western Europe,0,0.2692307692307692,13
Iceland,Albania,0,Northern Europe,Central and Eastern Europe,0,1.4,15
Iceland,Andorra,0,Northern Europe,Western Europe,0,1.2,5
Iceland,Armenia,0,Northern Europe,Central and Eastern Europe,0,1.0833333333333333,12
Iceland,Australia,0,Northern Europe,Non-European,0,7.0,5
Iceland,Austria,0,Northern Europe,Western Europe,0,3.2916666666666665,12
Iceland,Azerbaijan,0,Northern Europe,Central and Eastern Europe,0,2.3125,12
Iceland,Belarus,0,Northern Europe,Central and Eastern Europe,0,0.6875,12
Iceland,Belgium,0,Northern Europe,Western Europe,0,2.421875,16
Iceland,Bulgaria,0,Northern Europe,Central and Eastern Europe,0,1.1111111111111112,9
Iceland,Croatia,0,Northern Europe,Central and Eastern Europe,0,0.7692307692307693,13
Iceland,Cyprus,0,Northern Europe,Southern Europe,0,2.017857142857143,14
Iceland,Czech Republic,0,Northern Europe,Central and Eastern Europe,0,2.53125,8
Iceland,Denmark,0,Northern Europe,Northern Europe,1,8.75,16
Iceland,Estonia,0,Northern Europe,Northern Europe,1,3.8823529411764706,17
Iceland,Finland,0,Northern Europe,Northern Europe,1,5.421875,16
Iceland,France,0,Northern Europe,Western Europe,0,2.1315789473684212,19
Iceland,Georgia,0,Northern Europe,Central and Eastern Europe,0,0.9444444444444444,9
Iceland,Germany,0,Northern Europe,Western Europe,0,1.6842105263157894,19
Iceland,Greece,0,Northern Europe,Southern Europe,0,1.9583333333333333,18
Iceland,Hungary,0,Northern Europe,Central and Eastern Europe,0,3.0,12
Iceland,Ireland,0,Northern Europe,Western Europe,0,1.6538461538461537,13
Iceland,Israel,0,Northern Europe,Non-European,0,1.161764705882353,17
Iceland,Italy,0,Northern Europe,Southern Europe,0,2.1666666666666665,9
Iceland,Latvia,0,Northern Europe,Northern Europe,1,2.6,15
Iceland,Lithuania,0,Northern Europe,Northern Europe,1,1.2884615384615385,13
Iceland,Malta,0,Northern Europe,Southern Europe,0,1.5588235294117647,17
Iceland,Moldova,0,Northern Europe,Central and Eastern Europe,0,0.9583333333333334,12
Iceland,Monaco,0,Northern Europe,Western Europe,0,0.0,3
Iceland,Montenegro,0,Northern Europe,Central and Eastern Europe,0,0.125,8
Iceland,Netherlands,0,Northern Europe,Western Europe,0,3.1153846153846154,13
Iceland,North Macedonia,0,Northern Europe,Central and Eastern Europe,0,0.4166666666666667,12
Iceland,Norway,0,Northern Europe,Northern Europe,1,6.277777777777778,18
Iceland,Poland,0,Northern Europe,Central and Eastern Europe,0,1.8928571428571428,14
Iceland,Portugal,0,Northern Europe,Southern Europe,0,2.1666666666666665,15
Iceland,Romania,0,Northern Europe,Central and Eastern Europe,0,1.8333333333333333,15
Iceland,Russia,0,Northern Europe,Central and Eastern Europe,0,2.7205882352941178,17
Iceland,San Marino,0,Northern Europe,Southern Europe,0,0.6071428571428571,7
Iceland,Serbia,0,Northern Europe,Central and Eastern Europe,0,2.1818181818181817,11
Iceland,Slovenia,0,Northern Europe,Central and Eastern Europe,0,1.125,12
Iceland,Spain,0,Northern Europe,Southern Europe,0,0.5789473684210527,19
Iceland,Sweden,0,Northern Europe,Northern Europe,1,7.555555555555555,18
Iceland,Switzerland,0,Northern Europe,Western Europe,0,1.8571428571428572,14
Iceland,Türkiye,0,Northern Europe,Southern Europe,0,1.2083333333333333,12
Iceland,Ukraine,0,Northern Europe,Central and Eastern Europe,0,2.3666666666666667,15
Iceland,United Kingdom,0,Northern Europe,Western Europe,0,0.6052631578947368,19
Ireland,Albania,0,Western Europe,Central and Eastern Europe,0,0.3958333333333333,12
Ireland,Andorra,0,Western Europe,Western Europe,1,1.0,5
Ireland,Armenia,0,Western Europe,Central and Eastern Europe,0,0.16666666666666666,12
Ireland,Australia,0,Western Europe,Non-European,0,3.4,5
Ireland,Austria,0,Western Europe,Western Europe,1,2.0535714285714284,14
Ireland,Azerbaijan,0,Western Europe,Central and Eastern Europe,0,1.6875,12
Ireland,Belarus,0,Western Europe,Central and Eastern Europe,0,0.5625,12
Ireland,Belgium,0,Western Europe,Western Europe,1,3.966666666666667,15
Ireland,Bulgaria,0,Western Europe,Central and Eastern Europe,0,2.84375,8
Ireland,Croatia,0,Western Europe,Central and Eastern Europe,0,0.7333333333333333,15
Ireland,Cyprus,0,Western Europe,Southern Europe,0,1.65625,16
Ireland,Czech Republic,0,Western Europe,Central and Eastern Europe,0,1.15,5
Ireland,Denmark,0,Western Europe,Northern Europe,0,4.970588235294118,17
Ireland,Estonia,0,Western Europe,Northern Europe,0,4.171875,16
Ireland,Finland,0,Western Europe,Northern Europe,0,2.4791666666666665,12
Ireland,France,0,Western Europe,Western Europe,1,1.0263157894736843,19
Ireland,Georgia,0,Western Europe,Central and Eastern Europe,0,0.84375,8
Ireland,Germany,0,Western Europe,Western Europe,1,2.8157894736842106,19
Ireland,Greece,0,Western Europe,Southern Europe,0,1.6470588235294117,17
Ireland,Hungary,0,Western Europe,Central and Eastern Europe,0,0.8181818181818182,11
Ireland,Iceland,0,Western Europe,Northern Europe,0,1.5294117647058822,17
Ireland,Israel,0,Western Europe,Non-European,0,1.2916666666666667,18
Ireland,Italy,0,Western Europe,Southern Europe,0,2.111111111111111,9
Ireland,Latvia,0,Western Europe,Northern Europe,0,5.482142857142857,14
Ireland,Lithuania,0,Western Europe,Northern Europe,0,7.109375,16
Ireland,Malta,0,Western Europe,Southern Europe,0,2.466666666666667,15
Ireland,Moldova,0,Western Europe,Central and Eastern Europe,0,1.5833333333333333,12
Ireland,Monaco,0,Western Europe,Western Europe,1,0.0,3
Ireland,Montenegro,0,Western Europe,Central and Eastern Europe,0,0.0,6
Ireland,Netherlands,0,Western Europe,Western Europe,1,3.1176470588235294,17
Ireland,North Macedonia,0,Western Europe,Central and Eastern Europe,0,0.22916666666666666,12
Ireland,Norway,0,Western Europe,Northern Europe,0,3.5833333333333335,18
Ireland,Poland,0,Western Europe,Central and Eastern Europe,0,4.708333333333333,12
Ireland,Portugal,0,Western Europe,Southern Europe,0,1.0416666666666667,12
Ireland,Romania,0,Western Europe,Central and Eastern Europe,0,3.34375,16
Ireland,Russia,0,Western Europe,Central and Eastern Europe,0,3.6323529411764706,17
Ireland,San Marino,0,Western Europe,Southern Europe,0,0.0,6
Ireland,Serbia,0,Western Europe,Central and Eastern Europe,0,0.8214285714285714,14
Ireland,Slovenia,0,Western Europe,Central and Eastern Europe,0,0.65625,16
Ireland,Spain,0,Western Europe,Southern Europe,0,0.5,19
Ireland,Sweden,0,Western Europe,Northern Europe,0,4.828947368421052,19
Ireland,Switzerland,0,Western Europe,Western Europe,1,1.8035714285714286,14
Ireland,Türkiye,0,Western Europe,Southern Europe,0,0.5,11
Ireland,Ukraine,0,Western Europe,Central and Eastern Europe,0,2.533333333333333,15
Ireland,United Kingdom,1,Western Europe,Western Europe,1,5.184210526315789,19
Israel,Albania,0,Non-European,Central and Eastern Europe,0,0.4230769230769231,13
Israel,Andorra,0,Non-European,Western Europe,0,1.0,6
Israel,Armenia,0,Non-European,Central and Eastern Europe,0,5.7727272727272725,11
Israel,Australia,0,Non-European,Non-European,1,5.8,5
Israel,Austria,0,Non-European,Western Europe,0,2.0,13
Israel,Azerbaijan,0,Non-European,Central and Eastern Europe,0,4.583333333333333,12
Israel,Belarus,0,Non-European,Central and Eastern Europe,0,2.4423076923076925,13
Israel,Belgium,0,Non-European,Western Europe,0,1.5972222222222223,18
Israel,Bulgaria,0,Non-European,Central and Eastern Europe,0,1.95,10
Israel,Croatia,0,Non-European,Central and Eastern Europe,0,0.32142857142857145,14
Israel,Cyprus,0,Non-European,Southern Europe,0,2.0,15
Israel,Czech Republic,0,Non-European,Central and Eastern Europe,0,3.0,6
Israel,Denmark,0,Non-European,Northern Europe,0,3.6944444444444446,18
Israel,Estonia,0,Non-European,Northern Europe,0,2.3676470588235294,17
Israel,Finland,0,Non-European,Northern Europe,0,1.2678571428571428,14
Israel,France,0,Non-European,Western Europe,0,2.25,20
Israel,Georgia,0,Non-European,Central and Eastern Europe,0,2.75,9
Israel,Germany,0,Non-European,Western Europe,0,0.45,20
Israel,Greece,0,Non-European,Southern Europe,0,2.861111111111111,18
Israel,Hungary,0,Non-European,Central and Eastern Europe,0,2.409090909090909,11
Israel,Iceland,0,Non-European,Northern Europe,0,1.6323529411764706,17
Israel,Ireland,0,Non-European,Western Europe,0,1.1470588235294117,17
Israel,Italy,0,Non-European,Southern Europe,0,3.611111111111111,9
Israel,Latvia,0,Non-European,Northern Europe,0,2.4285714285714284,14
Israel,Lithuania,0,Non-European,Northern Europe,0,0.71875,16
Israel,Malta,0,Non-European,Southern Europe,0,3.15625,16
Israel,Moldova,0,Non-European,Central and Eastern Europe,0,2.727272727272727,11
Israel,Monaco,0,Non-European,Western Europe,0,0.0,3
Israel,Montenegro,0,Non-European,Central and Eastern Europe,0,0.6428571428571429,7
Israel,Netherlands,0,Non-European,Western Europe,0,2.34375,16
Israel,North Macedonia,0,Non-European,Central and Eastern Europe,0,0.8666666666666667,15
Israel,Norway,0,Non-European,Northern Europe,0,2.625,18
Israel,Poland,0,Non-European,Central and Eastern Europe,0,0.8333333333333334,12
Israel,Portugal,0,Non-European,Southern Europe,0,1.0,13
Israel,Romania,0,Non-European,Central and Eastern Europe,0,6.53125,16
Israel,Russia,0,Non-European,Central and Eastern Europe,0,7.305555555555555,18
Israel,San Marino,0,Non-European,Southern Europe,0,0.8214285714285714,7
Israel,Serbia,0,Non-European,Central and Eastern Europe,0,1.2291666666666667,12
Israel,Slovenia,0,Non-European,Central and Eastern Europe,0,1.7,15
Israel,Spain,0,Non-European,Southern Europe,0,3.125,20
Israel,Sweden,0,Non-European,Northern Europe,0,4.675,20
Israel,Switzerland,0,Non-European,Western Europe,0,1.2647058823529411,17
Israel,Türkiye,0,Non-European,Southern Europe,0,1.375,12
Israel,Ukraine,0,Non-European,Central and Eastern Europe,0,6.083333333333333,15
Israel,United Kingdom,0,Non-European,Western Europe,0,0.75,20
Italy,Albania,0,Southern Europe,Central and Eastern Europe,0,6.083333333333333,6
Italy,Armenia,0,Southern Europe,Central and Eastern Europe,0,0.5,6
Italy,Australia,0,Southern Europe,Non-European,0,3.85,5
Italy,Austria,1,Southern Europe,Western Europe,0,2.3333333333333335,9
Italy,Azerbaijan,0,Southern Europe,Central and Eastern Europe,0,1.3125,8
Italy,Belarus,0,Southern Europe,Central and Eastern Europe,0,0.6666666666666666,6
Italy,Belgium,0,Southern Europe,Western Europe,0,2.7083333333333335,6
Italy,Bulgaria,0,Southern Europe,Central and Eastern Europe,0,5.125,4
Italy,Croatia,0,Southern Europe,Central and Eastern Europe,0,0.75,4
Italy,Cyprus,0,Southern Europe,Southern Europe,1,3.3125,8
Italy,Czech Republic,0,Southern Europe,Central and Eastern Europe,0,0.4,5
Italy,Denmark,0,Southern Europe,Northern Europe,0,3.40625,8
Italy,Estonia,0,Southern Europe,Northern Europe,0,2.0,6
Italy,Finland,0,Southern Europe,Northern Europe,0,1.1666666666666667,6
Italy,France,1,Southern Europe,Western Europe,0,1.4444444444444444,9
Italy,Georgia,0,Southern Europe,Central and Eastern Europe,0,0.75,7
Italy,Germany,0,Southern Europe,Western Europe,0,2.2777777777777777,9
Italy,Greece,0,Southern Europe,Southern Europe,1,2.4285714285714284,7
Italy,Hungary,0,Southern Europe,Central and Eastern Europe,0,0.875,8
Italy,Iceland,0,Southern Europe,Northern Europe,0,2.2857142857142856,7
Italy,Ireland,0,Southern Europe,Western Europe,0,0.9375,8
Italy,Israel,0,Southern Europe,Non-European,0,2.4375,8
Italy,Latvia,0,Southern Europe,Northern Europe,0,1.2142857142857142,7
Italy,Lithuania,0,Southern Europe,Northern Europe,0,1.46875,8
Italy,Malta,0,Southern Europe,Southern Europe,1,3.9285714285714284,7
Italy,Moldova,0,Southern Europe,Central and Eastern Europe,0,6.125,6
Italy,Montenegro,0,Southern Europe,Central and Eastern Europe,0,0.75,6
Italy,Netherlands,0,Southern Europe,Western Europe,0,1.4642857142857142,7
Italy,North Macedonia,0,Southern Europe,Central and Eastern Europe,0,1.7,5
Italy,Norway,0,Southern Europe,Northern Europe,0,2.96875,8
Italy,Poland,0,Southern Europe,Central and Eastern Europe,0,4.6,5
Italy,Portugal,0,Southern Europe,Southern Europe,1,2.0,3
Italy,Romania,0,Southern Europe,Central and Eastern Europe,0,5.5,8
Italy,Russia,0,Southern Europe,Central and Eastern Europe,0,3.71875,8
Italy,San Marino,1,Southern Europe,Southern Europe,1,2.3,5
Italy,Serbia,0,Southern Europe,Central and Eastern Europe,0,2.892857142857143,7
Italy,Slovenia,1,Southern Europe,Central and Eastern Europe,0,1.21875,8
Italy,Spain,0,Southern Europe,Southern Europe,1,0.8888888888888888,9
Italy,Sweden,0,Southern Europe,Northern Europe,0,2.4444444444444446,9
Italy,Switzerland,1,Southern Europe,Western Europe,0,2.125,6
Italy,Ukraine,0,Southern Europe,Central and Eastern Europe,0,6.928571428571429,7
Italy,United Kingdom,0,Southern Europe,Western Europe,0,1.6666666666666667,9
Latvia,Albania,0,Northern Europe,Central and Eastern Europe,0,0.36666666666666664,15
Latvia,Andorra,0,Northern Europe,Western Europe,0,0.0,4
Latvia,Armenia,0,Northern Europe,Central and Eastern Europe,0,1.4318181818181819,11
Latvia,Australia,0,Northern Europe,Non-European,0,4.7,5
Latvia,Austria,0,Northern Europe,Western Europe,0,1.7142857142857142,14
Latvia,Azerbaijan,0,Northern Europe,Central and Eastern Europe,0,2.6136363636363638,11
Latvia,Belarus,1,Northern Europe,Central and Eastern Europe,0,2.875,12
Latvia,Belgium,0,Northern Europe,Western Europe,0,2.5833333333333335,15
Latvia,Bulgaria,0,Northern Europe,Central and Eastern Europe,0,1.3888888888888888,9
Latvia,Croatia,0,Northern Europe,Central and Eastern Europe,0,0.9615384615384616,13
Latvia,Cyprus,0,Northern Europe,Southern Europe,0,1.1176470588235294,17
Latvia,Czech Republic,0,Northern Europe,Central and Eastern Europe,0,1.1428571428571428,7
Latvia,Denmark,0,Northern Europe,Northern Europe,1,4.291666666666667,18
Latvia,Estonia,1,Northern Europe,Northern Europe,1,9.617647058823529,17
Latvia,Finland,0,Northern Europe,Northern Europe,1,2.033333333333333,15
